,index,featureImportance
995,Diego,-11.229505
5265,essentially,-11.229505
5660,friendliness,-11.229505
6073,hollandaise,-11.229505
9217,textures,-11.229505
5113,ear,-11.229505
8137,residents,-11.229505
505,Baja,-11.229505
9602,upcoming,-11.229505
1958,Mongolian,-11.229505
9920,worker,-11.229505
4957,dislike,-11.229505
5713,gallo,-11.229505
6530,lash,-11.229505
6486,knife,-11.229505
8395,seal,-11.229505
452,Auto,-11.229505
1621,Jimmy,-11.229505
9963,yell,-11.229505
1173,Fair,-11.229505
6808,martinis,-11.229505
1806,M,-11.229505
5835,granola,-11.229505
5537,flame,-11.229505
291,99,-11.229505
4861,determine,-11.229505
8499,shine,-11.229505
4401,compete,-11.229505
1025,Donuts,-11.229505
8014,reduction,-11.229505
5102,dust,-11.229505
8236,rosemary,-11.229505
2660,Stayed,-11.229505
2849,Tomato,-11.229505
626,Brewery,-11.229505
7455,paste,-11.229505
8667,snapper,-11.229505
4518,convention,-11.229505
5368,expose,-11.229505
2658,Station,-11.229505
8498,shin,-11.229505
7027,mountain,-11.229505
5752,gentlemen,-11.229505
261,7pm,-11.229505
7486,peace,-11.229505
2418,Robert,-11.229505
3503,artwork,-11.229505
6659,lo,-11.229505
3220,acknowledge,-11.229505
4219,chile,-11.229505
1335,Goleta,-11.229505
9059,swamp,-11.229505
6333,instructions,-11.251484
4025,caesar,-11.251484
2297,Potato,-11.251484
1053,Dunedin,-11.251484
5236,entry,-11.251484
2126,Orange,-11.251484
5197,enchilada,-11.251484
2511,Sausage,-11.251484
9199,tenderloin,-11.251484
8607,slam,-11.251484
145,3-4,-11.251484
1783,Looks,-11.251484
1078,Easily,-11.251484
1836,Mahi,-11.251484
6261,indicate,-11.251484
2940,Up,-11.251484
6519,lane,-11.251484
2141,Others,-11.251484
7876,purpose,-11.251484
5128,eateries,-11.251484
4131,ceilings,-11.251484
9262,thinly,-11.251484
4340,coke,-11.251484
6293,ingredient,-11.251484
3402,annual,-11.251484
836,Cochon,-11.251484
6828,mattress,-11.251484
1933,Miller,-11.251484
4000,butt,-11.251484
4739,dealer,-11.251484
2677,Store,-11.251484
8884,steer,-11.251484
7413,panel,-11.251484
6944,minimum,-11.251484
8970,stylish,-11.251484
1479,Honda,-11.251484
7412,paneer,-11.251484
9376,toward,-11.251484
3243,addictive,-11.251484
2863,Tour,-11.251484
4217,childhood,-11.251484
8060,relief,-11.251484
3603,b,-11.251484
1028,Double,-11.251484
9821,weigh,-11.251484
5831,grandmother,-11.251484
3332,albeit,-11.251484
572,Birthday,-11.251484
2559,Short,-11.251484
9951,y'all,-11.251484
6106,horse,-11.251484
6406,jalapenos,-11.273956
1877,Mass,-11.273956
7508,penne,-11.273956
7551,pharmacy,-11.273956
7814,profile,-11.273956
1152,FANTASTIC,-11.273956
3590,award,-11.273956
5946,handmade,-11.273956
424,Are,-11.273956
7345,overbear,-11.273956
8538,shut,-11.273956
8956,structure,-11.273956
4067,caprese,-11.273956
2869,Trader,-11.273956
8240,rotation,-11.273956
7485,pea,-11.273956
5245,equal,-11.273956
6570,lease,-11.273956
1515,Hyatt,-11.273956
7256,oldest,-11.273956
1147,Express,-11.273956
7540,personalize,-11.273956
875,Corn,-11.273956
8013,reduce,-11.273956
3908,brie,-11.273956
3604,b/c,-11.273956
7904,quicker,-11.273956
2633,Spinach,-11.273956
6963,mission,-11.273956
8556,silly,-11.273956
6154,hundreds,-11.273956
3669,basement,-11.273956
6823,matcha,-11.273956
5033,downfall,-11.273956
5770,girlfriends,-11.273956
2071,OF,-11.273956
7675,pollo,-11.273956
9230,theatre,-11.273956
8208,risk,-11.273956
6032,hesitation,-11.273956
1010,District,-11.273956
7420,paperwork,-11.273956
9240,therapist,-11.273956
7690,porch,-11.273956
3139,Ybor,-11.273956
8072,remarkable,-11.273956
3989,busier,-11.273956
4045,camera,-11.273956
2370,Reasonable,-11.273956
8543,sidewalk,-11.273956
7565,physical,-11.273956
5338,exhaust,-11.273956
2092,Obviously,-11.273956
9327,toddler,-11.273956
2504,Sarah,-11.273956
3472,architecture,-11.273956
2914,USA,-11.273956
5535,flake,-11.273956
8589,skate,-11.273956
3881,brake,-11.273956
9143,task,-11.273956
4562,countless,-11.273956
8843,stadium,-11.296946
9263,thinner,-11.296946
6994,moments,-11.296946
588,Blvd,-11.296946
359,Al,-11.296946
6821,mat,-11.296946
6214,import,-11.296946
2516,Scott,-11.296946
5963,harder,-11.296946
5156,eight,-11.296946
2525,Seattle,-11.296946
674,Butter,-11.296946
5170,elevate,-11.296946
4344,cole,-11.296946
6872,mein,-11.296946
4146,ceremony,-11.296946
1562,Instagram,-11.296946
547,Belgian,-11.296946
1931,Milk,-11.296946
9242,therapy,-11.296946
4612,creations,-11.296946
2577,Sit,-11.296946
459,Avocado,-11.296946
5412,fajita,-11.296946
9816,weekdays,-11.296946
2271,Plaza,-11.296946
4875,diagnose,-11.296946
3962,bulk,-11.296946
112,2015,-11.296946
8490,shelf,-11.296946
4064,caper,-11.296946
2310,Pro,-11.296946
8310,samosas,-11.296946
7940,randomly,-11.296946
7631,playground,-11.296946
8709,solution,-11.296946
1458,Hey,-11.296946
5382,extras,-11.296946
7667,polenta,-11.296946
4838,depth,-11.296946
3131,YES,-11.296946
9950,y,-11.296946
4003,buttermilk,-11.296946
3745,bento,-11.296946
8446,sessions,-11.296946
8337,sautéed,-11.296946
838,Coconut,-11.296946
9202,tent,-11.296946
5345,exotic,-11.296946
4897,dill,-11.296946
7330,outfit,-11.296946
792,Chili,-11.296946
9483,udon,-11.296946
7397,painless,-11.296946
122,22,-11.296946
5725,garlicky,-11.296946
6723,lunchtime,-11.320477
3259,admission,-11.320477
111,2014,-11.320477
9375,tow,-11.320477
2065,November,-11.320477
9631,utensils,-11.320477
8336,saute,-11.320477
6084,honesty,-11.320477
522,Based,-11.320477
895,Crawfish,-11.320477
116,2019,-11.320477
2703,Summer,-11.320477
4763,decline,-11.320477
5785,glow,-11.320477
9421,trek,-11.320477
9124,tamale,-11.320477
2260,Pinellas,-11.320477
1588,Jackson,-11.320477
7779,primarily,-11.320477
9430,tricky,-11.320477
3759,bias,-11.320477
4596,cranberry,-11.320477
2773,Tavern,-11.320477
221,5:30,-11.320477
5918,habanero,-11.320477
243,6pm,-11.320477
369,Along,-11.320477
3717,beforehand,-11.320477
983,Dental,-11.320477
3708,bedroom,-11.320477
6603,lesson,-11.320477
3334,alcoholic,-11.320477
2718,Swiss,-11.320477
4363,combos,-11.320477
3894,breath,-11.320477
3032,Want,-11.320477
7058,mushy,-11.320477
3909,brief,-11.320477
4924,disappear,-11.320477
9424,trend,-11.320477
9113,tailor,-11.320477
8158,restore,-11.320477
4532,coordinate,-11.320477
2313,Professional,-11.320477
25,10-15,-11.320477
7496,pecans,-11.320477
2398,Rich,-11.320477
478,BF,-11.320477
4456,confidence,-11.320477
1871,Martin,-11.320477
6447,justify,-11.320477
1611,Jenny,-11.320477
1368,Grove,-11.320477
8926,strangers,-11.320477
6247,inconvenience,-11.320477
3411,antique,-11.320477
1381,Gyro,-11.320477
9527,understandable,-11.320477
4982,distract,-11.320477
835,Cobb,-11.320477
9168,technicians,-11.320477
9487,ultimate,-11.320477
9725,visitor,-11.320477
9559,units,-11.320477
6452,karaoke,-11.320477
7944,rank,-11.320477
6520,lanes,-11.320477
4139,cemetery,-11.344574
1334,Golden,-11.344574
5587,fold,-11.344574
9141,tartare,-11.344574
1366,Grouper,-11.344574
4698,cutest,-11.344574
4604,crawl,-11.344574
979,Delivery,-11.344574
2537,September,-11.344574
978,Delish,-11.344574
394,Andy,-11.344574
4611,creation,-11.344574
4859,deter,-11.344574
9715,vinyl,-11.344574
4347,collard,-11.344574
4291,clientele,-11.344574
2503,Sara,-11.344574
4815,deluxe,-11.344574
779,Cheesecake,-11.344574
4320,coach,-11.344574
7743,pregnant,-11.344574
1649,K,-11.344574
6511,lake,-11.344574
3756,beware,-11.344574
8033,region,-11.344574
8026,refried,-11.344574
7461,patch,-11.344574
3164,Zahav,-11.344574
3832,bold,-11.344574
7731,pre,-11.344574
9137,target,-11.344574
3026,Walk,-11.344574
3232,active,-11.344574
2352,Rachel,-11.344574
2640,Springs,-11.344574
1843,Makes,-11.344574
8983,substantial,-11.344574
110,2013,-11.344574
7747,prep,-11.344574
7435,partake,-11.344574
6857,mechanics,-11.344574
3046,Wawa,-11.344574
2017,Nachos,-11.344574
8965,stuffy,-11.344574
1218,Fishtown,-11.344574
8993,successful,-11.344574
1219,Fitness,-11.344574
2417,Rob,-11.344574
509,Banana,-11.344574
5196,en,-11.344574
4919,dirt,-11.344574
6184,identify,-11.344574
4587,crabmeat,-11.344574
4654,crusty,-11.344574
8064,relocate,-11.344574
7840,protect,-11.344574
1190,Fat,-11.344574
7545,peruse,-11.344574
1868,Marriott,-11.344574
4886,dietary,-11.344574
2341,REAL,-11.344574
6314,insist,-11.344574
8676,snob,-11.344574
6097,horchata,-11.344574
8012,redo,-11.344574
2474,Sabrina,-11.344574
2966,Veggie,-11.344574
2476,Sadly,-11.344574
3903,bridal,-11.344574
2832,Time,-11.344574
2764,Tap,-11.3692665
5476,festive,-11.3692665
8135,resident,-11.3692665
407,Anyone,-11.3692665
2439,Ruby,-11.3692665
5472,fence,-11.3692665
7659,pocket,-11.3692665
6905,meticulous,-11.3692665
6985,mojito,-11.3692665
8625,slip,-11.3692665
6371,inventive,-11.3692665
9691,versus,-11.3692665
3532,assort,-11.3692665
6306,inquire,-11.3692665
8210,rival,-11.3692665
3363,alterations,-11.3692665
1125,Ethiopian,-11.3692665
9379,tower,-11.3692665
1767,Living,-11.3692665
9885,winery,-11.3692665
4349,colleagues,-11.3692665
8929,straw,-11.3692665
6193,ignore,-11.3692665
6565,leaf,-11.3692665
1108,End,-11.3692665
1610,Jennifer,-11.3692665
5211,engagement,-11.3692665
6495,korean,-11.3692665
5634,franchise,-11.3692665
5534,flair,-11.3692665
4535,copy,-11.3692665
3967,bum,-11.3692665
4225,chimichanga,-11.3692665
9650,van,-11.3692665
9439,tropical,-11.3692665
9775,warehouse,-11.3692665
1491,Hospital,-11.3692665
1000,Dining,-11.3692665
6744,magnificent,-11.3692665
8374,scones,-11.3692665
8548,signage,-11.3692665
355,Ahi,-11.3692665
837,Cocktails,-11.3692665
4013,byob,-11.3692665
6687,loop,-11.3692665
6023,hence,-11.3692665
2982,Visiting,-11.3692665
1634,Jose,-11.3692665
2070,O,-11.3692665
3251,adjacent,-11.3692665
4149,certificate,-11.3692665
9617,urban,-11.3692665
6860,media,-11.3692665
4675,curds,-11.3692665
5876,groomer,-11.3692665
3781,bistro,-11.3692665
5837,grape,-11.3692665
1437,Hawaiian,-11.3692665
770,Charlie,-11.3692665
6352,interactive,-11.3692665
3999,butcher,-11.3692665
7307,organization,-11.3692665
1861,Margaritas,-11.3692665
7620,plantain,-11.3692665
1382,H,-11.394585
9208,terribly,-11.394585
1863,Maria,-11.394585
9682,venues,-11.394585
4725,dart,-11.394585
3314,ai,-11.394585
9093,t,-11.394585
3262,adopt,-11.394585
8461,sexy,-11.394585
1260,Fridays,-11.394585
1659,Kathy,-11.394585
9769,walnut,-11.394585
3559,attraction,-11.394585
4643,croutons,-11.394585
2960,Vanilla,-11.394585
3053,Week,-11.394585
5106,décor,-11.394585
2891,Tso,-11.394585
1734,Laura,-11.394585
4108,casserole,-11.394585
3428,apologetic,-11.394585
9006,sugary,-11.394585
5620,forth,-11.394585
3284,affect,-11.394585
7588,pimento,-11.394585
9319,tissue,-11.394585
4069,capture,-11.394585
7171,norm,-11.394585
2306,Pricing,-11.394585
9789,wasnt,-11.394585
5326,exchange,-11.394585
9702,vibrant,-11.394585
2181,Palace,-11.394585
2932,Union,-11.394585
43,11am,-11.394585
4469,connection,-11.394585
6529,laser,-11.394585
1289,GPS,-11.394585
7761,preserve,-11.394585
6089,hood,-11.394585
4721,dare,-11.394585
6034,hi,-11.394585
9054,survive,-11.394585
8857,standout,-11.394585
4006,button,-11.394585
9508,unbeatable,-11.394585
7974,reality,-11.394585
6028,hers,-11.394585
7653,po'boy,-11.394585
2134,Original,-11.394585
2052,Noodle,-11.394585
6441,jumbo,-11.394585
659,Buffet,-11.394585
4368,comfortably,-11.394585
2704,Sun,-11.394585
3083,WiFi,-11.394585
5824,graduation,-11.394585
5381,extraordinary,-11.394585
566,Beyond,-11.394585
6015,hefty,-11.394585
7244,officially,-11.394585
5042,dozens,-11.394585
2723,THANK,-11.394585
4847,designer,-11.394585
972,Def,-11.394585
395,Angel,-11.394585
9881,windshield,-11.394585
8057,release,-11.394585
6138,hubs,-11.394585
986,Depot,-11.394585
4375,commercial,-11.394585
4614,creativity,-11.394585
7121,nestle,-11.394585
7087,national,-11.394585
206,5-star,-11.394585
8203,rip,-11.394585
2262,Pinot,-11.394585
2338,Quite,-11.394585
7086,nasty,-11.394585
5925,haircuts,-11.394585
2278,Point,-11.394585
1350,Granted,-11.42056
1804,Luke,-11.42056
4600,crappy,-11.42056
1050,Due,-11.42056
9044,surface,-11.42056
4679,curl,-11.42056
1038,Drink,-11.42056
2752,Table,-11.42056
4659,cuban,-11.42056
6815,mass,-11.42056
3341,alive,-11.42056
734,Care,-11.42056
9043,surf,-11.42056
9967,yelpers,-11.42056
486,BOMB,-11.42056
1314,Getting,-11.42056
9664,vegans,-11.42056
323,ASAP,-11.42056
4483,constant,-11.42056
1036,Dragon,-11.42056
842,Cold,-11.42056
4063,capacity,-11.42056
8495,shelve,-11.42056
3819,blueberries,-11.42056
3770,bin,-11.42056
5080,dryer,-11.42056
5328,excitement,-11.42056
4500,contemporary,-11.42056
4029,caffeine,-11.42056
2774,Taylor,-11.42056
8030,refuse,-11.42056
7521,performance,-11.42056
8915,storm,-11.42056
4028,cafeteria,-11.42056
4718,dang,-11.42056
9229,theaters,-11.42056
1443,Heather,-11.42056
1732,Latin,-11.42056
2091,Oak,-11.42056
135,28,-11.42056
6401,jack,-11.42056
3968,bummer,-11.42056
3340,alike,-11.42056
9146,tasteful,-11.42056
5592,fond,-11.42056
7395,painful,-11.42056
8756,souvenir,-11.42056
3931,brows,-11.42056
8067,rely,-11.42056
3035,Warm,-11.42056
3930,brownies,-11.42056
4756,decently,-11.42056
1853,Manhattan,-11.42056
5840,gras,-11.42056
3613,backyard,-11.42056
7129,newest,-11.42056
3622,baguette,-11.42056
4189,cheek,-11.42056
2207,Patrick,-11.42056
6549,lawn,-11.42056
6454,kayak,-11.42056
1736,Lauren,-11.42056
8800,spiciness,-11.42056
9399,transition,-11.42056
7010,mornings,-11.42056
645,Brown,-11.42056
8017,reference,-11.42056
9737,volunteer,-11.42056
5350,expectation,-11.42056
7741,preferences,-11.42056
1262,Friend,-11.42056
4443,concoction,-11.42056
6009,heavily,-11.447228
4551,costume,-11.447228
3185,abundance,-11.447228
432,Asada,-11.447228
1565,Interesting,-11.447228
9856,whiz,-11.447228
7142,niece,-11.447228
9763,walk-in,-11.447228
4745,debate,-11.447228
8631,slot,-11.447228
4647,crumb,-11.447228
7698,pose,-11.447228
9860,whom,-11.447228
4636,criticism,-11.447228
7982,reassure,-11.447228
2239,Petersburg,-11.447228
7035,movers,-11.447228
0,'S,-11.447228
5712,gallery,-11.447228
3776,biryani,-11.447228
1280,GET,-11.447228
2886,True,-11.447228
3279,aesthetic,-11.447228
6472,kindly,-11.447228
5473,fennel,-11.447228
3842,bookstore,-11.447228
8853,stamp,-11.447228
9446,truffles,-11.447228
8784,specialties,-11.447228
6575,leche,-11.447228
3568,aunt,-11.447228
7616,plane,-11.447228
1963,Moon,-11.447228
702,COVID-19,-11.447228
739,Carne,-11.447228
6571,leash,-11.447228
565,Beware,-11.447228
711,Café,-11.447228
6444,jus,-11.447228
2978,Virginia,-11.447228
8684,so-so,-11.447228
2499,Sandwiches,-11.447228
591,Boba,-11.447228
716,Cali,-11.447228
785,Chester,-11.447228
6809,marvelous,-11.447228
6207,impact,-11.447228
3447,appliances,-11.447228
4470,connoisseur,-11.447228
896,Crazy,-11.447228
2814,Think,-11.447228
479,BIG,-11.447228
3460,appropriately,-11.447228
1942,Miss,-11.447228
903,Creole,-11.447228
1461,Hidden,-11.447228
3207,accordingly,-11.447228
6344,intense,-11.447228
6173,iPhone,-11.447228
5258,escargot,-11.447228
5680,fudge,-11.447228
8500,shiny,-11.447228
9252,thicker,-11.447228
9396,transfer,-11.447228
3414,anxious,-11.447228
380,Amber,-11.4746275
5901,guilty,-11.4746275
6644,liquid,-11.4746275
7005,moon,-11.4746275
2568,Sierra,-11.4746275
9140,tartar,-11.4746275
180,4-5,-11.4746275
8093,renovations,-11.4746275
1926,Midwest,-11.4746275
8028,refrigerator,-11.4746275
1625,Joey,-11.4746275
3015,Waffle,-11.4746275
4816,demand,-11.4746275
4512,contribute,-11.4746275
715,Calamari,-11.4746275
8711,solve,-11.4746275
5566,florist,-11.4746275
9488,ultimately,-11.4746275
5623,fortune,-11.4746275
9036,supportive,-11.4746275
2994,WAY,-11.4746275
7061,musicians,-11.4746275
8540,shy,-11.4746275
902,Creme,-11.4746275
5845,gratin,-11.4746275
3151,Yet,-11.4746275
6693,loss,-11.4746275
5822,grade,-11.4746275
2624,Speaking,-11.4746275
5058,drench,-11.4746275
3138,Yay,-11.4746275
9097,tab,-11.4746275
239,6:30,-11.4746275
4109,cast,-11.4746275
5107,e,-11.4746275
9578,unreal,-11.4746275
3344,allergic,-11.4746275
3143,Years,-11.4746275
1913,Metairie,-11.4746275
8847,stain,-11.4746275
4658,cub,-11.4746275
735,Caribbean,-11.4746275
731,Car,-11.4746275
1047,Du,-11.4746275
653,Bucks,-11.4746275
2665,Stella,-11.4746275
8578,sisters,-11.4746275
3679,bat,-11.4746275
2195,Paris,-11.4746275
8185,revisit,-11.4746275
2358,Rangoon,-11.4746275
7384,p.m,-11.4746275
618,Bravo,-11.4746275
1184,Farm,-11.4746275
506,Baked,-11.4746275
2513,Saw,-11.4746275
5759,gf,-11.4746275
8738,sophisticate,-11.4746275
1316,Ginger,-11.4746275
2223,Pepper,-11.4746275
6001,hearts,-11.4746275
65,150,-11.4746275
4325,cobbler,-11.4746275
3607,bachelorette,-11.4746275
8728,sons,-11.4746275
2220,Pennsylvania,-11.4746275
1552,India,-11.4746275
2371,Reasonably,-11.4746275
63,15-20,-11.4746275
1372,Guacamole,-11.4746275
624,Brentwood,-11.4746275
2201,Party,-11.4746275
4508,contract,-11.4746275
7878,purse,-11.4746275
3022,Waitress,-11.4746275
8128,resemble,-11.4746275
8666,snap,-11.4746275
6515,lamps,-11.4746275
6518,landscape,-11.4746275
9303,til,-11.4746275
4461,confit,-11.4746275
7193,nowhere,-11.4746275
2147,Outside,-11.4746275
625,Brew,-11.4746275
8937,strength,-11.4746275
1172,Factory,-11.4746275
5745,generic,-11.4746275
3217,achieve,-11.4746275
109,2012,-11.4746275
3529,assistant,-11.502798
8043,reheat,-11.502798
